35,0.117482,1,4,4.924035
12,0.254724,3,1,7.375293
9,0.137870,8,3,9.394110
29,0.042563,7,2,4.044217
30,0.204768,10,1,7.512826
22,0.018764,10,4,8.536782
18,0.126370,8,2,3.630793
33,0.106562,10,2,5.263402
6,0.231611,6,2,6.558971
20,0.221061,9,4,5.109567
26,0.204775,8,4,6.991020
34,0.170306,4,1,5.157959
21,0.062205,2,2,9.263902
19,0.141015,1,3,6.499917
17,0.192713,10,1,9.568342
31,0.274441,3,3,6.308830
16,0.232259,1,3,9.278788
8,0.156452,6,4,4.764132
24,0.181720,5,1,8.924917
32,0.152287,2,4,5.926394
23,0.147630,2,3,7.832316
13,0.109338,6,4,5.349226
10,0.199175,1,3,4.626676
11,0.265459,7,4,3.438251
27,0.000039,3,2,4.843562
14,0.032811,5,3,8.523416
7,0.087449,9,3,5.142776
25,0.283816,3,1,5.864859
15,0.154074,7,4,7.764586
28,0.237368,8,3,6.851189
