34,0.216782,3,4,3.429611
9,0.289040,10,1,8.614873
13,0.160405,2,2,8.246566
24,0.044516,8,4,6.382057
15,0.084924,4,2,3.205812
6,0.040325,10,2,5.413839
21,0.211572,6,4,7.193493
16,0.022188,3,4,7.346357
25,0.220855,8,3,4.660292
35,0.092688,5,4,5.482405
29,0.226871,5,3,4.068074
17,0.008149,4,3,7.338387
7,0.077086,9,2,8.833251
14,0.067822,4,1,6.368719
19,0.028591,1,2,5.315564
33,0.201238,3,3,6.839824
32,0.229297,7,1,5.464244
23,0.253139,5,3,6.226883
10,0.082858,10,1,4.694008
20,0.202624,3,4,4.372277
8,0.210297,9,2,8.411863
18,0.251214,1,4,7.256847
27,0.210227,4,3,8.252777
26,0.151936,10,1,3.451267
12,0.123195,6,4,3.319863
31,0.299271,2,4,5.727553
28,0.037830,6,3,3.908697
11,0.085794,5,3,9.243086
30,0.166723,9,1,6.977546
22,0.074249,3,2,3.600740
