0,8.199456,18.817673,4.915362,0
1,5.898701,17.472848,4.839496,0
2,11.888693,4.461772,5.043081,0
3,2.655088,3.708962,0.513445,0
4,12.977857,5.416881,0.291526,0
5,1.964598,16.541669,2.481691,0
6,22.155796,5.931798,1.202441,1
7,7.558960,12.909918,4.137467,1
8,12.672309,16.070240,5.457436,1
9,8.622620,17.082031,5.873944,1
10,10.538162,1.502607,0.864065,1
11,26.001599,10.432167,0.350112,1
12,7.974777,6.828979,1.827492,1
13,-0.108664,9.410371,2.702544,1
14,21.608245,3.563945,5.868684,1
15,-1.920769,5.341626,3.459129,1
16,6.721974,9.370364,2.419258,1
17,14.177518,11.219559,5.630158,1
18,-5.443325,-0.796414,2.456743,1
19,13.259610,3.943279,6.265836,1
20,5.179432,6.584021,3.892893,1
21,18.032592,12.540712,5.027371,1
22,1.215676,2.858892,3.504208,1
23,11.026369,11.536207,4.531357,1
24,6.647169,9.281037,2.135165,1
25,8.495032,21.888361,5.722807,1
26,7.512068,15.095356,4.264574,1
27,7.046268,11.386686,5.710793,1
28,4.060063,9.332247,5.226506,1
29,13.418873,17.454557,4.182593,1
30,16.732650,9.549537,1.835811,1
31,-4.975666,21.518708,3.615618,1
32,10.897707,2.672883,2.130287,1
33,15.585525,11.430170,5.714990,1
34,3.975716,1.711037,2.824186,1
35,1.361946,24.277581,4.343306,1
