0,8.199456,18.817673,4.915362,0
1,5.898701,17.472848,4.839496,0
2,11.888693,4.461772,5.043081,0
3,2.655088,3.708962,0.513445,0
4,12.977857,5.416881,0.291526,0
5,1.964598,16.541669,2.481691,0
6,20.306995,10.721775,1.202441,1
7,10.276618,8.715575,4.137467,1
8,9.291063,12.404485,5.457436,1
9,3.994220,15.074558,5.873944,1
10,7.165850,5.452089,0.864065,1
11,21.324980,12.139861,0.350112,1
12,9.278264,11.794900,1.827492,1
13,4.593055,11.618386,2.702544,1
14,16.907595,1.495691,5.868684,1
15,2.958552,3.737999,3.459129,1
16,10.520811,12.717927,2.419258,1
17,10.065029,8.073539,5.630158,1
18,-1.482214,2.438683,2.456743,1
19,8.086713,3.853525,6.265836,1
20,8.875865,3.131450,3.892893,1
21,16.411835,7.566467,5.027371,1
22,6.106035,1.003534,3.504208,1
23,11.930355,6.597353,4.531357,1
24,9.379594,13.597311,2.135165,1
25,4.177604,19.179278,5.722807,1
26,9.756782,10.422406,4.264574,1
27,2.616870,8.532610,5.710793,1
28,1.610076,4.994270,5.226506,1
29,15.958643,13.117841,4.182593,1
30,18.073609,14.490466,1.835811,1
31,-0.345957,19.143481,3.615618,1
32,13.504304,6.835182,2.130287,1
33,11.188863,8.623232,5.714990,1
34,8.854902,3.313915,2.824186,1
35,3.145198,19.667413,4.343306,1
