0,15.086976,12.789553,0.858565,0
1,4.319519,12.241901,5.927590,0
2,6.440934,18.465171,5.335429,0
3,7.729624,0.454255,1.541666,0
4,19.736176,7.424142,1.828426,0
5,4.259636,1.563544,4.254817,0
6,3.904615,2.891933,0.079105,1
7,3.424047,6.941109,0.368887,1
8,18.518705,17.294264,3.910067,1
9,14.201817,15.214698,4.832583,1
10,17.159223,5.603425,1.433001,1
11,19.250961,9.793229,0.614516,1
12,10.126721,19.212160,0.352088,1
13,2.535624,17.158733,1.328942,1
14,4.595293,4.617303,5.173587,1
15,2.533953,19.709263,5.839585,1
16,8.455807,13.125320,5.748566,1
17,15.371070,4.965796,1.428011,1
18,5.237952,11.336480,0.183608,1
19,12.067555,9.572976,6.229730,1
20,10.061505,16.227467,2.329747,1
21,4.120332,6.239788,2.919704,1
22,0.905923,10.666660,3.060576,1
23,0.911446,6.025522,2.017793,1
24,18.859211,8.791746,4.603337,1
25,17.232832,12.168673,4.254671,1
26,7.659375,4.444358,6.253662,1
27,8.158565,12.118708,1.103358,1
28,0.510755,15.716948,3.674903,1
29,11.099795,14.497950,4.562610,1
30,16.188178,14.573443,0.410989,1
31,6.438522,7.415142,2.959061,1
32,15.910558,11.107069,4.676842,1
33,2.198072,7.751546,0.416347,1
34,18.922887,3.546115,3.859995,1
35,9.096984,2.273819,4.432581,1
