0,3.809171,1.101999,0.709061,0
1,15.888680,19.868317,1.441186,0
2,2.088133,18.075936,3.404941,0
3,0.727889,4.070858,0.885755,0
4,4.378399,12.719198,3.241970,0
5,1.025526,16.774681,4.353651,0
6,9.668625,6.814578,3.406021,1
7,15.079693,6.757509,1.744254,1
8,12.727303,7.736819,1.689777,1
9,13.658470,20.599761,4.779657,1
10,7.303223,14.877336,5.643849,1
11,4.966881,1.415065,4.713861,1
12,13.820911,9.640461,5.918763,1
13,19.731232,16.500271,0.117812,1
14,16.778704,10.538939,4.421780,1
15,5.542494,7.959577,3.822446,1
16,17.909265,16.124155,3.351368,1
17,13.211887,6.797429,6.017107,1
18,15.360662,12.741473,4.315883,1
19,13.955147,11.891778,5.014837,1
20,13.468743,11.999191,3.661056,1
21,3.949894,8.709786,0.655217,1
22,3.819711,19.671186,4.312108,1
23,12.143844,13.023457,5.863500,1
24,4.288160,9.231225,6.041442,1
25,14.869382,7.106206,0.344145,1
26,17.204460,13.894976,2.000588,1
27,10.173296,13.437973,1.297921,1
28,19.785455,5.312444,1.715793,1
29,6.219283,9.393807,0.483005,1
30,16.709863,9.103816,5.335647,1
31,1.873877,12.222526,3.439589,1
32,14.022450,17.587531,5.150392,1
33,13.787845,17.399005,4.720632,1
34,16.144965,7.273116,4.206980,1
35,0.746214,9.990024,2.595472,1
